GA00071225394	GA00974685019
GA00896180452	GA00996180484
GA00896180592	
GA00896180762	GA00991774106
GA00896181092	GA00996181138
GA00896181912	GA00996181960
GA00896182072	GA00992393513
GA00896182102	
GA00896182412	GA00996182444
GA00896185462	GA00939099727
GA00896186752	GA00996186806
GA00896187082	
GA00896187112	GA00988802158
GA00896187562	
GA00896188542	
GA00896192272	GA00983692060
GA00896192442	
GA00896193112	GA00994008072
GA00896193392	
GA00896193732	GA00941460429
GA00896193872	GA00963898169
GA00896194712	GA00996194752
GA00896198882	
GA00896199412	
GA00896200372	GA00896200402
GA00896200542	
GA00896200682	GA00989219693
GA00896200712	GA00982724228
GA00896200852	GA00996200906
GA00896200992	
GA00896201352	
GA00896203452	
GA00896205102	GA00911391813
GA00896205552	GA00874493562
GA00896205692	
GA00896209132	GA00996209156
GA00896209582	
GA00896213172	GA00996213196
GA00896213792	
GA00896214012	GA00991832327
GA00896216732	GA00996216772
GA00896216902	GA00996216942
GA00896217232	GA00996217272
GA00896217682	
GA00896218212	
GA00896219162	
GA00896221442	
GA00896222252	
GA00896223232	
GA00896223372	
GA00896223992	
GA00896224042	
GA00896224182	
GA00896224352	
GA00896225162	
GA00896225642	GA00996225658
GA00896227882	
GA00896228072	
GA00896228102	
GA00896228552	
GA00896228692	
GA00896228722	GA00996228770
GA00896229362	GA00996229394
GA00896229672	GA00896229702
GA00896230182	GA00996230198
GA00896231642	
GA00896232762	
GA00896233432	
GA00896233572	GA00936654347
GA00896233602	GA00989007076
GA00896233742	GA00994768220
GA00896233882	
GA00896234102	
GA00896234242	GA00892446032
GA00896234412	
GA00896235052	GA00996235084
GA00896235222	GA00989067052
GA00896235362	GA00989235036
GA00896236172	GA00996236269
GA00896236202	
GA00896236342	
GA00896236482	
GA00896241052	GA00995020882
GA00896241222	
GA00896241672	GA00996175820
GA00896242202	
GA00896242342	
GA00896242792	
GA00896243152	
GA00896246992	
GA00896247042	
GA00896247212	
GA00896247492	
GA00896248022	
GA00896248332	
GA00896248812	
GA00896249142	
GA00896250752	
GA00896250922	GA00989939092
GA00896251082	
GA00896252232	GA00996252477
GA00896252542	GA00996252620
GA00896253492	
GA00896256432	
GA00896257552	GA00994866613
GA00896258672	
GA00896260502	GA00979494009
GA00896260782	
GA00896260952	
GA00896261312	GA00996261344
GA00896261452	
GA00896261622	
GA00896261762	
GA00896262122	
GA00896262572	
GA00896262742	GA00980243532
GA00896262882	
GA00896262912	GA00988980382
GA00896263102	GA00996263177
GA00896263552	
GA00896263722	
GA00896263862	GA00996263924
GA00896264192	GA00988962473
GA00896264672	GA00994109464
GA00896264702	GA00994109464
GA00896264982	
GA00896265652	GA00996265668
GA00896269062	
GA00896269372	
GA00896269402	
GA00896269852	GA00988655694
GA00896269992	
GA00896270052	
GA00896270192	
GA00896270222	
GA00896270362	
GA00896270532	GA00996270599
GA00896270982	GA00996271005
GA00896274902	
GA00896275992	GA00996276007
GA00896276182	
GA00896276212	GA00916763476
GA00896276352	
GA00896276492	GA00996276503
GA00896277782	GA00989010379
GA00896277812	GA00996277836
GA00896281232	GA00993321419
GA00896281372	GA00996281426
GA00896281992	
GA00896282042	GA00996282074
GA00896282212	GA00996282252
GA00896282492	GA00928655547
GA00896282662	GA00996282694
GA00896282972	GA00996283011
GA00896283022	GA00996283038
GA00896283502	GA00996283518
GA00896283782	GA00996283798
GA00896283812	
GA00896284142	
GA00896284452	GA00982725194
GA00896286862	
GA00896287672	GA00953785250
GA00896290452	
GA00896290932	GA00996290964
GA00896291092	
GA00896293192	
GA00896293222	
GA00896294342	GA00996294374
GA00896294482	GA00994818473
GA00896294512	
GA00896295012	GA00994053760
GA00896295152	GA00996162133
GA00896295292	GA00991362762
GA00896295462	GA00995845237
GA00896295942	GA00996295990
GA00896299182	GA00950402237
GA00896300482	GA00984896654
GA00896300512	
GA00896300652	GA00981497090
GA00896301322	GA00989162578
GA00896301632	GA00996301699
GA00896301802	GA00996301850
GA00896304852	
GA00896305972	
GA00896306332	GA00977488680
GA00896306502	
GA00896306642	
GA00896306782	
GA00896307932	GA00996307964
GA00896310682	
GA00896311352	
GA00896311492	
GA00896311832	GA00996311880
GA00896312022	
GA00896312162	GA00996312186
GA00896312332	
GA00896312472	
GA00896312812	
GA00896312952	
GA00896313622	
GA00896314092	
GA00896314122	
GA00896316192	GA00989167111
GA00896316842	GA00993219266
GA00896316982	
GA00896317202	
GA00896317342	
GA00896317652	GA00996317706
GA00896317822	GA00946431605
GA00896318152	GA00988998230
GA00896318462	GA00996318508
GA00896318942	GA00996319024
GA00896319272	
GA00896319442	GA00996319458
GA00896322532	
GA00896323172	GA00895679852
GA00896323342	
GA00896323512	GA00888967362
GA00896323652	GA00988839183
GA00896323962	
GA00896324012	GA00937897286
GA00896324152	GA00996324192
GA00896324292	
GA00896325132	
GA00896325582	
GA00896325612	
GA00896326112	
GA00896326392	GA00996326438
GA00896329502	GA00990443033
GA00896330152	GA00939429794
GA00896330322	
GA00896330942	
GA00896331922	
GA00896332252	
GA00896334832	
GA00896334972	GA00991835423
GA00896336282	
GA00896336312	
GA00896336762	
GA00896336932	GA00987747498
GA00896337122	
GA00896337432	
GA00896338382	
GA00896338552	
GA00896340352	
GA00896341022	
GA00896341782	
GA00896341952	GA00996341992
GA00896342622	
GA00896343092	
GA00896343262	GA00996343332
GA00896345052	
GA00896345672	GA00996345696
GA00896346032	GA00996346099
GA00896346342	
GA00896346482	GA00996346501
GA00896346512	GA00959518319
GA00896346652	GA00937403526
GA00896347012	GA00996347060
GA00896347772	
GA00896348612	GA00996343804
GA00896348752	
GA00896348922	GA00988976598
GA00896349112	GA00989167626
GA00896350692	
GA00896350722	
GA00896351052	GA00996351076
GA00896351532	
GA00896351672	GA00996351696
GA00896353322	
GA00896353802	
GA00896357212	
GA00896357522	GA00996313085
GA00896357832	GA00937201508
GA00896358022	
GA00896358162	
GA00896358332	
GA00896360442	
GA00896360612	
GA00896360892	GA00989121405
GA00896361082	GA00989193686
GA00896361252	
GA00896362062	GA00996362078
GA00896362542	
GA00896362682	GA00992047348
GA00896363492	GA00996363546
GA00896364162	GA00996364208
GA00896367862	
GA00896368362	GA00996368432
GA00896368702	GA00996368726
GA00896369202	
GA00896373242	
GA00896373722	
GA00896373862	
GA00896374222	
GA00896374982	
GA00896375172	GA00996375196
GA00896375512	GA00989126962
GA00896375792	
GA00896376152	GA00996376176
GA00896378872	
GA00896379402	
GA00896380532	GA00984241607
GA00896380672	GA00986258191
GA00896380982	
GA00896383582	
GA00896383922	
GA00896384872	GA00982205875
GA00896384902	GA00996384942
GA00896385062	
GA00896385372	
GA00896385542	
GA00896385712	
GA00896385852	
GA00896385992	
GA00896386042	GA00996386147
GA00896386182	
GA00896386212	
GA00896386522	GA00996386651
GA00896386972	
GA00896387022	GA00996387127
GA00896390392	
GA00896390732	
GA00896390902	
GA00896391712	
GA00896392182	
GA00896392522	
GA00896392662	GA00996392716
GA00896394622	
GA00896398482	
GA00896398822	
GA00896399462	
GA00896400312	
GA00896400592	GA00996400670
GA00896400622	
GA00896400762	
GA00896402102	
GA00896402552	
GA00896405802	
GA00896407112	
GA00896407252	
GA00896407392	
GA00896408232	GA00996408299
GA00896409662	GA00996409686
GA00896410652	
GA00896411322	
GA00896413082	
GA00896413422	
GA00896414232	GA00996414302
GA00896414372	
GA00896414712	
GA00896414852	GA00996415384
GA00896415182	
GA00896415352	
GA00896415492	
GA00896415662	
GA00896415832	GA00996416380
GA00896415972	GA00996416003
GA00896416022	GA00996416194
GA00896416642	
GA00896418912	
GA00896419072	
GA00896419102	
GA00896420062	GA00996420094
GA00896420372	GA00996420418
GA00896420402	GA00995918307
GA00896420542	
GA00896424432	GA00996424448
GA00896425862	
GA00896426532	
GA00896426702	
GA00896427172	
GA00896428802	GA00996428869
GA00896428942	
GA00896429132	GA00996429199
GA00896429752	
GA00896429892	GA00996429946
GA00896433342	
GA00896433482	
GA00896434012	
GA00896434772	
GA00896434802	
GA00896435132	GA00989675257
GA00896435302	
GA00896435612	GA00996435679
GA00896435752	
GA00896435922	
GA00896436112	
GA00896436732	
GA00896436902	
GA00896437682	
GA00896439782	
GA00896439812	
GA00896439952	
GA00896440292	
GA00896440772	
GA00896441132	
GA00896441302	
GA00896441612	
GA00896441892	GA00996441989
GA00896442732	
GA00896442902	GA00996442950
GA00896445472	
GA00896446282	
GA00896447122	
GA00896447572	GA00996447685
GA00896448102	GA00996448134
GA00896449052	
GA00896449192	GA00996449203
GA00896451952	
GA00896452282	
GA00896452312	
GA00896453122	
GA00896453432	
GA00896453882	
GA00896454552	
GA00896454862	GA00994734849
GA00896455192	
GA00896455702	GA00996455734
GA00896456032	GA00996456064
GA00896458922	
GA00896459082	
GA00896459872	
GA00896460102	
GA00896460412	
GA00896460552	GA00996460592
GA00896461052	GA00996461165
GA00896461222	GA00996461297
GA00896461702	GA00996461742
GA00896462032	
GA00896462962	GA00996462994
GA00896466712	
GA00896467492	
GA00896467522	GA00996467546
GA00896467662	
GA00896467832	
GA00896468162	
GA00896469142	GA00996469166
GA00896469312	GA00996469336
GA00896473352	
GA00896475312	
GA00896475452	
GA00896476092	
GA00896476432	
GA00896480642	
GA00896480782	GA00996480828
GA00896481282	GA00980215784
GA00896482122	
GA00896482572	
GA00896487132	
GA00896487752	
GA00896487892	
GA00896488082	
GA00896488112	
GA00896488252	
GA00896488562	
GA00896488902	
GA00896489232	
GA00896492632	
GA00896493442	
GA00896493612	
GA00896493892	
GA00896494252	
GA00896494392	
GA00896495852	GA00996495922
GA00896495992	
GA00896496182	GA00996496228
GA00896496212	
GA00896496972	GA00896497022
GA00896499432	
GA00896500082	
GA00896501852	
GA00896501992	
GA00896502492	GA00996502554
GA00896502662	
GA00896503332	
GA00896508202	
GA00896509012	
GA00896509772	GA00996509826
GA00896509942	
GA00896510002	
GA00896510312	
GA00896510622	
GA00896510932	
GA00896511122	
GA00896514652	
GA00896514792	
GA00896515152	
GA00896515462	GA00979262752
GA00896515802	
GA00896515942	GA00996515990
GA00896516922	GA00996516938
GA00896517112	GA00996517144
GA00896517422	
GA00896520512	
GA00896520652	
GA00896521772	
GA00896525212	
GA00896525352	
GA00896525832	
GA00896526332	
GA00896526472	
GA00896526642	
GA00896527312	
GA00896527452	
GA00896528122	GA00996528154
GA00896528262	
GA00896531352	
GA00896533592	
GA00896533622	
GA00896534122	
GA00896534742	GA00996534790
GA00896535072	GA00996535088
GA00896535102	
GA00896535242	
GA00896535722	GA00996535819
GA00896540432	
GA00896540912	
GA00896541102	
GA00896542052	GA00996542076
GA00896542362	GA00996542416
GA00896542532	
GA00896542842	
GA00896544942	
GA00896546872	
GA00896546902	
GA00896547372	
GA00896547542	
GA00896547682	
GA00896548042	
GA00896548182	GA00996548244
GA00896548212	
GA00896548492	
GA00896552112	
GA00896554352	GA00996554368
GA00896558552	
GA00896558722	
GA00896559672	
GA00896563572	
GA00896563602	
GA00896563912	
GA00896564242	
GA00896564412	
GA00896564552	
GA00896564862	
GA00896566202	GA00996566218
GA00896568922	
GA00896569732	
GA00896570072	
GA00896571192	
GA00896574132	
GA00896574442	
GA00896574752	
GA00896575902	
GA00896576062	
GA00896576232	
GA00896576372	
GA00896576542	GA00996576590
GA00896589172	GA00996589188
GA00896593072	
GA00896593102	
GA00896593382	
GA00896593552	
GA00896594362	
GA00896595032	
GA00896597272	
GA00896597302	
GA00896597752	
GA00896598252	
GA00896598392	
GA00896598562	
GA00896599232	
GA00896599542	GA00996599566
GA00896599712	
GA00896600362	
GA00896605542	
GA00896605992	GA00996606082
GA00896606492	
GA00896606662	
GA00896607022	GA00996607062
GA00896607332	
GA00896607502	GA00996607526
GA00896608142	
GA00896610562	
GA00896610732	
GA00896611232	
GA00896611682	
GA00896611712	
GA00896611992	
GA00896612042	
GA00896612492	GA00996612538
GA00896612522	GA00996612635
GA00896616692	
GA00896618032	
GA00896618172	GA00996618188
GA00896618342	
GA00896618962	
GA00896619632	
GA00896619772	GA00915814581
GA00896620002	GA00996620050
GA00896620282	
GA00896624172	
GA00896625012	
GA00896628232	
GA00896628992	
GA00896629972	
GA00896630032	
GA00896630202	GA00996630242
GA00896630342	
GA00896630512	
GA00896630962	
GA00896631292	GA00996631311
GA00896631632	GA00996631648
GA00896632132	
GA00896632272	GA00996632474
GA00896632442	GA00996632482
GA00896633252	
GA00896634542	
GA00896636472	
GA00896637592	
GA00896638092	
GA00896638262	
GA00896638602	GA00996638618
GA00896638882	
GA00896638912	
GA00896639102	
GA00896639242	
GA00896639382	
GA00896644122	
GA00896644432	
GA00896645242	GA00996645266
GA00896645722	
GA00896646222	
GA00896646702	
GA00896647032	
GA00896649442	
GA00896650262	
GA00896650882	
GA00896651412	
GA00896651692	GA00996651754
GA00896652362	
GA00896653032	GA00996653099
GA00896655302	
GA00896656422	
GA00896656732	
GA00896657232	
GA00896657852	
GA00896658522	GA00996658538
GA00896661582	
GA00896661892	
GA00896661922	
GA00896662422	
GA00896664832	GA00996664929
GA00896666142	GA00996666158
GA00896666452	
GA00896666622	
GA00896667092	
GA00896667572	
GA00896668862	GA00996668878
GA00896669842	
GA00896673602	
GA00896673742	
GA00896674072	
GA00896674102	
GA00896674242	
GA00896674412	
GA00896676652	
GA00896676822	
GA00896677462	GA00996677494
GA00896679732	
GA00896680102	
GA00896680692	
GA00896681672	
GA00896682482	
GA00896684302	GA00996684334
GA00896684612	
GA00896685112	
GA00896686682	
GA00896686712	
GA00896686852	
GA00896687352	GA00996687406
GA00896687522	
GA00896687662	GA00996687694
GA00896687832	
GA00896688812	
GA00896689282	
GA00896689592	
GA00896689622	
GA00896691252	
GA00896691422	
GA00896691872	
GA00896692402	
GA00896692992	
GA00896693352	
GA00896693522	
GA00896694022	GA00996694046
GA00896694812	
GA00896696092	GA00996696103
GA00896696262	
GA00896696912	
GA00896697102	
GA00896697412	
GA00896697692	
GA00896697722	GA00996697797
GA00896698982	
GA00896699512	
GA00896703552	
GA00896704192	
GA00896705342	GA00996705404
GA00896706322	
GA00896706772	
GA00896708112	
GA00896708422	
GA00896708872	
GA00896708902	GA00996708985
GA00896709402	
GA00896709542	
GA00896709682	
GA00896711792	
GA00896713132	
GA00896713612	
GA00896713752	
GA00896714082	GA00996714128
GA00896714252	GA00996714284
GA00896715062	GA00996715086
GA00896715542	
GA00896718452	
GA00896718932	
GA00896719262	
GA00896721232	
GA00896724142	
GA00896724932	
GA00896725572	
GA00896725742	
GA00896726072	
GA00896726102	
GA00896727672	GA00896727702
GA00896728512	GA00996728536
GA00896728792	GA00996728811
GA00896732722	
GA00896734652	GA00996734684
GA00896735292	
GA00896736302	
GA00896736892	
GA00896736922	
GA00896737082	
GA00896740342	
GA00896740792	
GA00896741012	
GA00896741292	
GA00896741322	
GA00896741802	
GA00896741942	
GA00896742272	
GA00896742612	
GA00896742892	
GA00896742922	
GA00896743112	
GA00896743872	
GA00896745522	
GA00896746022	GA00996746046
GA00896746812	GA00996746844
GA00896747282	
GA00896747452	
GA00896747592	
GA00896747622	
GA00896750062	
GA00896751182	
GA00896751212	
GA00896752642	
GA00896754262	
GA00896754572	GA00896754602
GA00896755242	
GA00896755552	
GA00896756222	
GA00896759132	
GA00896759272	
GA00896759582	
GA00896759922	
GA00896760092	
GA00896760432	
GA00896760572	
GA00896760602	
GA00896760912	
GA00896761722	
GA00896762222	
GA00896764772	
GA00896765302	
GA00896765612	
GA00896766392	
GA00896766872	
GA00896767372	GA00996767442
GA00896770152	
GA00896770772	
GA00896770802	
GA00896770942	
GA00896772422	
GA00896773682	
GA00896774352	GA00996774376
GA00896777882	GA00996777901
GA00896778862	
GA00896779532	
GA00896784722	
GA00896785982	
GA00896786032	GA00996786080
GA00896786202	GA00996786218
GA00896786342	
GA00896786482	
GA00896786792	
GA00896786962	
GA00896787292	GA00896787322
GA00896791982	GA00996792005
GA00896792202	
GA00896792342	
GA00896792482	GA00996792544
GA00896792512	
GA00896792962	
GA00896797182	
GA00896798022	
GA00896798162	
GA00896798332	GA00996798429
GA00896799452	GA00996799492
GA00896799622	GA00996799654
GA00896801872	
GA00896802372	
GA00896802992	
GA00896803182	
GA00896803212	
GA00896805592	GA00996805611
GA00896807412	
GA00896808222	
GA00896808702	
GA00896809342	
GA00896813382	
GA00896813862	
GA00896814052	
GA00896814192	
GA00896814532	GA00996814548
GA00896814842	
GA00896815172	GA00996815196
GA00896815792	
GA00896816152	GA00996816249
GA00896816632	
GA00896817132	GA00996817261
GA00896817302	
GA00896817582	
GA00896818112	
GA00896819062	
GA00896820532	
GA00896820702	
GA00896820982	GA00996821048
GA00896821202	
GA00896821482	GA00996821501
GA00896821512	GA00996821528
GA00896822152	GA00996822168
GA00896822322	
GA00896824112	
GA00896824902	
GA00896825372	
GA00896825402	
GA00896825852	
GA00896826832	
GA00896826972	GA00996827011
GA00896827502	GA00996827550
GA00896827952	
GA00896828142	
GA00896828282	
GA00896828592	
GA00896829262	
GA00896830252	
GA00896830392	
GA00896831402	
GA00896834282	
GA00896834312	
GA00896834932	
GA00896835432	GA00996835456
GA00896835572	
GA00896835912	
GA00896836072	
GA00896836382	GA00996836398
GA00896836412	
GA00896836552	
GA00896839632	
GA00896839802	
GA00896840592	
GA00896841882	
GA00896844482	GA00896844512
GA00896845152	GA00996845214
GA00896845462	
GA00896845632	GA00996845664
GA00896845772	GA00996845834
GA00896845802	GA00996845826
GA00896845942	
GA00896846612	
GA00896846752	
GA00896846922	
GA00896847392	
GA00896847562	
GA00896847732	
GA00896848402	
GA00896851942	
GA00896853252	
GA00896853422	
GA00896853562	
GA00896853732	
GA00896853902	GA00996853918
GA00896854542	
GA00896854712	
GA00896856952	GA00996856976
GA00896859552	
GA00896860372	
GA00896861042	
GA00896861662	GA00996861686
GA00896862162	GA00996862178
GA00896866842	
GA00896868632	GA00996868699
GA00896869302	
GA00896871862	
GA00896872532	GA00996872610
GA00896873172	
GA00896873342	
GA00896877372	
GA00896877682	
GA00896877712	
GA00896878492	GA00996878511
GA00896879812	GA00996879844
GA00896882562	
GA00896883682	
GA00896883712	
GA00896884042	
GA00896884212	
GA00896884352	
GA00896889672	
GA00896889842	
GA00896890042	
GA00896890212	
GA00896891022	GA00996891240
GA00896891332	GA00996891364
GA00896892592	
GA00896893742	
GA00896894072	GA00996894177
GA00896894552	
GA00896895672	
GA00896896202	GA00996896242
GA00896896482	
GA00896897462	
GA00896898272	
GA00896899562	
GA00896899732	
GA00896899872	
GA00896900722	
GA00896901052	
GA00896901532	
GA00896901702	
GA00896902032	GA00996902056
GA00896902342	
GA00896904272	
GA00896905082	
GA00896905872	
GA00896906062	GA00996906124
GA00896906372	GA00996906469
GA00896906402	
GA00896906992	GA00996907031
GA00896907182	
GA00896907662	
GA00896908952	
GA00896911562	
GA00896912712	GA00996912728
GA00896913352	
GA00896915932	
GA00896916262	
GA00896916912	
GA00896917552	
GA00896917862	
GA00896918192	
GA00896920952	
GA00896921452	
GA00896921762	
GA00896922882	GA00996922901
GA00896923102	GA00996923150
GA00896923552	
GA00896924222	
GA00896925172	GA00996925226
GA00896926772	
GA00896927752	
GA00896927892	
GA00896927922	
GA00896929682	
GA00896929852	
GA00896932632	
GA00896933442	
GA00896933922	
GA00896934252	
GA00896935852	
GA00896936492	
GA00896936832	
GA00896936972	
GA00896937022	
GA00896937162	
GA00896937502	
GA00896942042	
GA00896942182	
GA00896942832	
GA00896943502	GA00996943534
GA00896943952	GA00996944018
GA00896946102	
GA00896946692	
GA00896947222	
GA00896947532	
GA00896947672	
GA00896948482	
GA00896948512	GA00996948528
GA00896951572	
GA00896952382	
GA00896952552	
GA00896953222	GA00996953254
GA00896953842	GA00996953866
GA00896956582	
GA00896956922	
GA00896958372	
GA00896959042	
GA00896961322	
GA00896961462	
GA00896962752	GA00996962784
GA00896963082	
GA00896963562	
GA00896963732	GA00996963780
GA00896963872	
GA00896964992	
GA00896965042	
GA00896967762	
GA00896968262	
GA00896968432	
GA00896968742	
GA00896968912	
GA00896969242	GA00996969339
GA00896969412	GA00996969444
GA00896972952	
GA00896973002	
GA00896973142	
GA00896973282	
GA00896973452	
GA00896974092	
GA00896976982	GA00996977013
GA00896979302	
GA00896979922	
GA00896980092	GA00996980138
GA00896980432	GA00996980502
GA00896980572	GA00896980602
GA00896980882	
GA00896980912	
GA00896981072	GA00996981134
GA00896986902	GA00996986950
GA00896987232	
GA00896987372	
GA00896987852	
GA00896988182	
GA00896989502	
GA00896991752	
GA00896991922	
GA00896993232	
GA00896993542	
GA00896994662	
GA00896995332	GA00996995380
GA00896996592	
GA00897001942	
GA00897002302	
GA00897002752	
GA00897002922	
GA00897003252	
GA00897003562	
GA00897005182	
GA00897008602	
GA00897008742	
GA00897008912	
GA00897009072	
GA00897009412	
GA00897009862	
GA00897011832	
GA00897012812	
GA00897014572	
GA00897014912	
GA00897015102	
GA00897015242	
GA00897016052	
GA00897016192	GA00997016300
GA00897016362	
GA00897016532	
GA00897016672	GA00997016718
GA00897016702	
GA00897017202	GA00997017226
GA00897019132	
GA00897019892	
GA00897019922	
GA00897020092	
GA00897020262	GA00997020340
GA00897020572	
GA00897020882	GA00997020898
GA00897021412	
GA00897021722	GA00997021746
GA00897023342	
GA00897023792	
GA00897023822	
GA00897024322	
GA00897024772	
GA00897024802	
GA00897025302	GA00997025431
GA00897025442	GA00997025504
GA00897025582	
GA00897025892	
GA00897026082	
GA00897026422	
GA00897028832	
GA00897029782	
GA00897030152	
GA00897030292	GA00997030354
GA00897030462	
GA00897030632	
GA00897030802	GA00997030850
GA00897031302	
GA00897031752	
GA00897031922	
GA00897033992	
GA00897034182	
GA00897034352	
GA00897034662	
GA00897036592	GA00997036603
GA00897038552	
GA00897038722	
GA00897038862	
GA00897039052	
GA00897039192	
GA00897039222	
GA00897039362	
GA00897039842	
GA00897040182	
GA00897040832	
GA00897043572	
GA00897043602	
GA00897043882	
GA00897044072	
GA00897044722	
GA00897045052	
GA00897045192	
GA00897045532	
GA00897047292	
GA00897047322	
GA00897047462	
GA00897049252	
GA00897049872	
GA00897050692	
GA00897051052	
GA00897051362	
GA00897051982	
GA00897052822	GA00997052846
GA00897059002	
GA00897059592	
GA00897060272	
GA00897060612	
GA00897060892	
GA00897061562	GA00997061578
GA00897061732	GA00997061748
GA00897065142	
GA00897065452	
GA00897066882	
GA00897067072	
GA00897067382	
GA00897067692	
GA00897068362	GA00997068378
GA00897070812	
GA00897071452	
GA00897072572	
GA00897073072	
GA00897074052	
GA00897076772	
GA00897077272	
GA00897077922	
GA00897078112	
GA00897078252	
GA00897078562	
GA00897079232	
GA00897079372	
GA00897079682	GA00997079701
GA00897080982	
GA00897083302	
GA00897083582	
GA00897083612	
GA00897083892	
GA00897084082	
GA00897084112	
GA00897084252	
GA00897084392	
GA00897084422	
GA00897085062	
GA00897088622	
GA00897088762	
GA00897089572	
GA00897089912	
GA00897090082	
GA00897090252	
GA00897090872	
GA00897090902	
GA00897091062	
GA00897091712	
GA00897091852	
GA00897092042	
GA00897093642	GA00997093704
GA00897095882	
GA00897096072	
GA00897096242	
GA00897096382	
GA00897096412	
GA00897096552	GA00997096592
GA00897097192	
GA00897097362	
GA00897097532	
GA00897098032	
GA00897098202	
GA00897098482	
GA00897099152	
GA00897100002	
GA00897101262	
GA00897102862	
GA00897103222	
GA00897103672	
GA00897103702	
GA00897103842	GA00997103874
GA00897104342	
GA00897104962	
GA00897105322	
GA00897105942	GA00997106024
GA00897106272	GA00997106261
GA00897106612	
GA00897106922	
GA00897107082	
GA00897107872	
GA00897108062	
GA00897109492	
GA00897109522	
GA00897109832	
GA00897110032	
GA00897110512	
GA00897110792	
GA00897111012	
GA00897111292	
GA00897111322	
GA00897112302	
GA00897112752	
GA00897113732	
GA00897114402	GA00997114434
GA00897114682	
GA00897114712	
GA00897115662	
GA00897116952	
GA00897117002	
GA00897117142	
GA00897117622	
GA00897118092	
GA00897118432	
GA00897119692	
GA00897121662	
GA00897121832	
GA00897122332	
GA00897123282	GA00997123336
GA00897123592	
GA00897125102	
GA00897125552	
GA00897125862	
GA00897126052	
GA00897126192	
GA00897126222	
GA00897126362	
GA00897126842	
GA00897128152	
GA00897128462	
GA00897129442	
GA00897129922	
GA00897130092	
GA00897130262	
GA00897130602	
GA00897131072	
GA00897133032	GA00997133064
GA00897133172	
GA00897133652	
GA00897134152	GA00997134176
GA00897137402	GA00997137426
GA00897139332	
GA00897142252	
GA00897142422	
GA00897143402	GA00997143434
GA00897146592	
GA00897147262	GA00997147286
GA00897148552	
GA00897149192	
GA00897149672	
GA00897149842	
GA00897151472	
GA00897152762	
GA00897153122	
GA00897153432	
GA00897153572	
GA00897153602	
GA00897155052	
GA00897155192	GA00897155222
GA00897156822	
GA00897157152	
GA00897157292	
GA00897158612	
GA00897159732	
GA00897161052	GA00997161068
GA00897161532	
GA00897161982	
GA00897163632	
GA00897163802	
GA00897164302	GA00997164318
GA00897164892	
GA00897164922	GA00997164946
GA00897165872	
GA00897166062	
GA00897166992	
GA00897167832	
GA00897168472	GA00997168518
GA00897168502	GA00997168550
GA00897168952	GA00897169002
GA00897170922	
GA00897171112	
GA00897171562	GA00997171578
GA00897171732	
GA00897172232	
GA00897173182	
GA00897173972	
GA00897174022	
GA00897174332	
GA00897174642	
GA00897174782	
GA00897174812	GA00997174828
GA00897175282	
GA00897175622	
GA00897175932	
GA00897176122	
GA00897178672	
GA00897178702	GA00997405641
GA00897179342	
GA00897179482	GA00997179498
GA00897179512	GA00997179528
GA00897179652	
GA00897179822	
GA00897180812	
GA00897180952	
GA00897181452	GA00997181484
GA00897181592	
GA00897183072	
GA00897183552	
GA00897184222	
GA00897185172	GA00997185188
GA00897185202	
GA00897185822	GA00997185846
GA00897187132	
GA00897188082	
GA00897188252	
GA00897188422	
GA00897188872	
GA00897190532	
GA00897190842	
GA00897191342	
GA00897193752	
GA00897193922	
GA00897194112	
GA00897195232	
GA00897195992	
GA00897196522	
GA00897196972	
GA00897198452	
GA00897199092	
GA00897199602	
GA00897200252	
GA00897200422	
GA00897201062	
GA00897203812	
GA00897204592	
GA00897205092	
GA00897205122	
GA00897206382	
GA00897210592	
GA00897210622	
GA00897211122	
GA00897211262	
GA00897211572	
GA00897212072	GA00997212126
GA00897213842	
GA00897214172	
GA00897214792	
GA00897217082	
GA00897217562	GA00997217578
GA00897217902	GA00997217977
GA00897218402	
GA00897219352	
GA00897219492	
GA00897219522	
GA00897220822	
GA00897222302	GA00997222350
GA00897222442	
GA00897222582	GA00997222601
GA00897222612	GA00997222644
GA00897223252	GA00997223292
GA00897223562	GA00997223578
GA00897223902	
GA00897224852	
GA00897228432	
GA00897228742	GA00997228766
GA00897228882	
GA00897229072	
GA00897230402	
GA00897233142	
GA00897233762	
GA00897234432	
GA00897234602	GA00997234642
GA00897234742	
GA00897235102	
GA00897235382	
GA00897235412	
GA00897239582	
GA00897240092	
GA00897240122	
GA00897240432	
GA00897243512	
GA00897243792	
GA00897243962	
GA00897244632	GA00997244656
GA00897244802	
GA00897245302	
GA00897245892	
GA00897246562	
GA00897249022	
GA00897249812	
GA00897250292	GA00997250346
GA00897250632	
GA00897251272	
GA00897251892	
GA00897253992	GA00997254058
GA00897255162	
GA00897255782	
GA00897256142	
GA00897256762	
GA00897260492	
GA00897260832	
GA00897263092	
GA00897263742	
GA00897264552	GA00997264568
GA00897264722	
GA00897265982	
GA00897266172	
GA00897266202	
GA00897269392	GA00997269454
GA00897269422	
GA00897270072	GA00997270134
GA00897270242	GA00997270266
GA00897270382	GA00897270412
GA00897270552	
GA00897270692	
GA00897274272	GA00997274296
GA00897274442	GA00997274482
GA00897275422	
GA00897275562	
GA00897277042	
GA00897278642	
GA00897279002	
GA00897279762	
GA00897280442	GA00997496930
GA00897280922	
GA00897281082	GA00997281098
